"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Baut","Hanwha Life Esports Challengers","Support",31,"26%","55%",25,77,184,2.7,"70.8%","8.5%","18.0%","19%",-13,60,2.4,1.1,"2.9%",134,"8.4%","7.0%",94,"9.2%",0,1.65,0.54,0.37
"Bible","Dplus KIA Challengers","Support",30,"67%","55%",18,76,264,3.7,"65.4%","4.2%","24.1%","27%",62,-17,-0.8,1.1,"2.4%",127,"7.4%","6.8%",111,"9.0%",0,1.7,0.58,0.42
"Blessing","Nongshim Esports Academy","ADC",4,"25%","75%",13,11,23,3.3,"67.9%","24.5%","13.9%","25%",-532,-487,-17.5,8.4,"27.8%",487,"23.0%","23.7%",253,"22.6%",0,0.52,0.19,0.18
"Blessing","Nongshim Esports Academy","Support",31,"45%","50%",26,98,261,2.9,"65.7%","5.9%","24.7%","19%",-60,54,-1.2,0.9,"2.0%",144,"7.3%","6.5%",97,"8.4%",0,1.51,0.5,0.26
"Bonnie","KT Rolster Challengers","Jungle",38,"55%","50%",94,64,209,4.7,"63.1%","19.6%","16.2%","29%",93,3,1.2,5.7,"14.5%",226,"12.0%","12.6%",199,"17.5%",3,0.35,0.33,0.43
"Bull","Kwangdong Freecs Challengers","ADC",34,"53%","47%",155,66,180,5.1,"70.8%","32.8%","13.8%","15%",13,8,3.2,9.2,"31.0%",547,"26.8%","29.0%",310,"26.8%",0,0.41,0.17,0.34
"BuLLDoG","Kwangdong Freecs Challengers","Middle",37,"49%","46%",105,89,259,4.1,"74.0%","21.3%","17.1%","35%",161,40,1.6,8.1,"24.3%",501,"25.1%","25.1%",258,"22.6%",0,0.55,0.28,0.29
"Castle","KT Rolster Challengers","Top",38,"55%","53%",99,91,163,2.9,"54.6%","20.6%","23.0%","11%",39,50,0.4,8.4,"25.7%",448,"24.3%","21.4%",264,"23.1%",0,0.47,0.34,0.22
"Cheoni","Hanwha Life Esports Challengers","ADC",28,"25%","61%",95,60,90,3.1,"71.2%","36.5%","15.3%","18%",40,5,3.3,9.9,"34.1%",463,"29.2%","33.8%",302,"29.4%",0,0.4,0.15,0.29
"Citrus","Kwangdong Freecs Challengers","Jungle",37,"49%","57%",88,133,259,2.6,"70.5%","17.9%","25.5%","30%",-13,-5,1.2,5.4,"14.7%",277,"13.9%","14.3%",196,"17.4%",3,0.43,0.43,0.38
"Clear","DRX Challengers","Top",35,"80%","56%",142,48,185,6.8,"56.7%","24.6%","14.9%","20%",143,174,5.7,8.9,"26.0%",522,"26.3%","24.9%",300,"23.6%",0,0.29,0.18,0.26
"DnDn","Nongshim Esports Academy","Top",35,"43%","68%",79,89,189,3,"54.7%","16.1%","18.7%","20%",-251,-176,-9.1,8,"24.2%",459,"23.5%","21.4%",250,"21.9%",0,0.45,0.24,0.2
"Duro","Liiv SANDBOX Youth","Support",2,"0%","50%",1,9,7,0.9,"66.7%","8.3%","20.9%","0%",-52,-62,-2,1.1,"3.9%",130,"8.3%","8.8%",77,"8.8%",0,1.51,0.55,0.25
"Feisty","BRION Challengers","Middle",32,"41%","55%",93,77,165,3.4,"69.4%","25.0%","15.5%","19%",-57,-50,1.8,8.2,"23.8%",475,"26.1%","25.4%",248,"22.8%",0,0.42,0.2,0.21
"FIESTA","Nongshim Esports Academy","Middle",35,"43%","50%",115,96,221,3.5,"68.6%","23.5%","20.2%","29%",103,56,0.2,8.2,"23.6%",557,"28.6%","28.6%",265,"23.5%",1,0.52,0.23,0.28
"Forest","T1 Esports Academy","Jungle",33,"64%","61%",100,114,241,3,"72.2%","21.2%","26.3%","39%",91,279,5.8,5.7,"13.9%",327,"15.3%","15.7%",220,"18.3%",2,0.43,0.38,0.48
"Gamin","BRION Challengers","ADC",32,"41%","39%",114,69,156,3.9,"72.6%","30.6%","13.9%","22%",-18,-15,1.8,9,"32.2%",482,"25.9%","28.0%",297,"27.0%",0,0.45,0.14,0.36
"Guwon","Hanwha Life Esports Challengers","Jungle",21,"19%","43%",32,77,119,2,"71.2%","15.1%","23.7%","43%",-153,-255,-4,5.4,"15.0%",238,"14.1%","14.2%",170,"17.0%",3,0.32,0.33,0.39
"HamBak","Liiv SANDBOX Youth","Jungle",39,"38%","61%",99,129,272,2.9,"72.9%","19.4%","20.7%","38%",-56,-93,-3.2,5.6,"14.6%",298,"16.6%","17.4%",208,"18.4%",5,0.39,0.34,0.35
"Hype","Liiv SANDBOX Youth","ADC",39,"38%","72%",155,98,183,3.4,"66.4%","30.5%","15.8%","23%",-185,-46,0.5,9.6,"34.0%",542,"29.9%","32.0%",304,"26.4%",0,0.56,0.2,0.29
"IlllIma","Kwangdong Freecs Challengers","Top",37,"49%","57%",111,102,152,2.6,"53.5%","22.6%","19.6%","8%",-60,-103,-0.5,8.5,"27.6%",525,"26.5%","24.7%",277,"24.3%",0,0.29,0.13,0.22
"Jun","DRX Challengers","Support",9,"89%","67%",12,16,99,6.9,"73.0%","7.9%","18.8%","11%",184,255,13.4,2.2,"5.8%",186,"9.0%","8.5%",151,"11.6%",0,1.67,0.5,0.61
"Jun","DRX Challengers","Support",26,"77%","56%",28,42,275,7.2,"71.3%","6.6%","17.6%","31%",18,221,-1,1.5,"3.8%",172,"8.4%","7.5%",132,"10.5%",0,1.62,0.43,0.53
"kabbie","T1 Esports Academy","Support",33,"64%","39%",36,100,283,3.2,"67.6%","7.6%","23.1%","15%",15,9,2.5,1.1,"2.3%",148,"6.9%","5.8%",110,"9.0%",0,1.62,0.53,0.28
