"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"0909","Oh My God","Middle",3,"33%","67%",5,7,14,2.7,"79.2%","20.8%","20.6%",,,,,7.8,,293,"19.6%",,220,"20.9%",,0.55,0.28,0.24
"369","JD Gaming","Top",42,"71%","57%",131,101,301,4.3,"60.8%","18.5%","21.8%",,,,,8.4,,624,"25.8%",,294,"23.1%",,0.35,0.14,0.17
"Able","Oh My God","ADC",43,"49%","51%",173,104,192,3.5,"70.5%","33.4%","18.4%",,,,,9.2,,536,"26.4%",,313,"27.3%",,0.69,0.11,0.49
"Ahn","Invictus Gaming","ADC",28,"46%","50%",105,82,149,3.1,"73.4%","30.3%","19.5%",,,,,9.2,,560,"27.4%",,314,"27.1%",,0.4,0.1,0.41
"Ahn","Invictus Gaming","Support",1,"0%","100%",1,8,3,0.5,"80.0%","20.0%","34.8%",,,,,6.7,,296,"16.2%",,167,"18.5%",,0.31,0.03,0
"Aki","Oh My God","Jungle",43,"49%","49%",72,110,253,3,"62.7%","13.9%","19.5%",,,,,5.1,,232,"11.4%",,184,"16.2%",,0.33,0.26,0.3
"Ale","LNG Esports","Top",27,"52%","30%",62,72,141,2.8,"58.2%","17.8%","21.4%",,,,,8.1,,466,"22.0%",,259,"22.4%",,0.37,0.17,0.17
"Angel","Weibo Gaming","Middle",41,"56%","37%",104,75,254,4.8,"67.5%","19.6%","15.6%",,,,,8.6,,570,"24.9%",,272,"22.8%",,0.51,0.24,0.33
"Assum","LGD Gaming","ADC",39,"36%","62%",136,126,165,2.4,"69.5%","31.4%","22.2%",,,,,9.1,,603,"31.2%",,306,"28.4%",,0.37,0.13,0.33
"Beichuan","ThunderTalk Gaming","Jungle",41,"44%","41%",102,106,253,3.3,"66.6%","19.1%","21.2%",,,,,5.5,,290,"15.1%",,196,"17.0%",,0.35,0.31,0.4
"beishang","Team WE","Jungle",22,"18%","50%",38,72,112,2.1,"78.5%","19.9%","20.8%",,,,,4.9,,209,"11.8%",,171,"16.8%",,0.41,0.38,0.43
"Betty","Anyone's Legend","ADC",37,"43%","35%",126,84,213,4,"75.8%","28.2%","16.3%",,,,,7.8,,539,"26.3%",,274,"24.4%",,0.53,0.13,0.46
"Bin","Bilibili Gaming","Top",42,"45%","36%",107,113,164,2.4,"53.9%","21.3%","20.9%",,,,,8.9,,553,"26.1%",,297,"25.8%",,0.41,0.12,0.17
"Biubiu","Team WE","Top",27,"22%","52%",48,84,119,2,"62.3%","17.9%","20.5%",,,,,8.2,,427,"23.8%",,248,"23.1%",,0.4,0.18,0.17
"Breathe","Royal Never Give Up","Top",43,"67%","44%",128,108,256,3.6,"56.5%","18.8%","20.9%",,,,,8.5,,546,"24.0%",,289,"23.5%",,0.39,0.17,0.19
"can","Bilibili Gaming","Jungle",14,"43%","36%",26,44,84,2.5,"70.5%","16.7%","22.9%",,,,,5.1,,275,"12.7%",,176,"15.9%",,0.39,0.31,0.34
"Care","FunPlus Phoenix","Middle",40,"48%","45%",115,101,219,3.3,"68.6%","23.6%","19.3%",,,,,8.2,,507,"23.6%",,251,"21.8%",,0.47,0.19,0.37
"Chelizi","LGD Gaming","Top",7,"14%","100%",12,23,23,1.5,"66.0%","22.6%","18.4%",,,,,8.1,,442,"21.6%",,242,"22.8%",,0.37,0.11,0.2
"Clid","FunPlus Phoenix","Jungle",40,"48%","50%",101,102,246,3.4,"71.3%","20.7%","19.5%",,,,,5.1,,268,"12.7%",,197,"16.9%",,0.46,0.37,0.39
"COLD","Oh My God","Support",36,"50%","50%",22,125,301,2.6,"72.9%","5.0%","26.8%",,,,,1.2,,151,"7.7%",,106,"9.2%",,1.61,0.54,0.25
"Creme","Oh My God","Middle",40,"50%","38%",123,99,201,3.3,"65.6%","24.9%","18.6%",,,,,8.4,,602,"29.6%",,274,"23.7%",,0.42,0.13,0.25
"Crisp","Bilibili Gaming","Support",42,"45%","36%",37,106,354,3.7,"77.7%","7.4%","19.6%",,,,,1.1,,180,"8.3%",,109,"9.4%",,1.63,0.51,0.37
"Cryin","Ultra Prime","Middle",38,"32%","63%",89,103,175,2.6,"68.0%","22.9%","17.8%",,,,,8.1,,574,"27.6%",,244,"23.2%",,0.39,0.13,0.18
"Cube","Rare Atom","Top",42,"33%","52%",73,113,162,2.1,"54.5%","16.9%","18.1%",,,,,8.5,,439,"22.2%",,254,"22.7%",,0.42,0.13,0.16
"Demon","Team WE","Top",12,"8%","33%",15,48,29,0.9,"44.4%","15.2%","26.8%",,,,,7.1,,409,"22.6%",,205,"21.3%",,0.4,0.16,0.18
"Doggo","Bilibili Gaming","ADC",31,"45%","48%",108,66,151,3.9,"68.5%","28.6%","17.0%",,,,,9.5,,627,"28.4%",,304,"25.9%",,0.55,0.2,0.38
"Doinb","LNG Esports","Middle",39,"51%","62%",94,85,261,4.2,"69.9%","18.5%","17.3%",,,,,8.8,,618,"29.2%",,273,"23.8%",,0.45,0.13,0.25
"Dream","Victory Five","Middle",14,"86%","86%",51,22,104,7,"68.0%","22.4%","14.2%",,,,,8.7,,494,"20.9%",,293,"22.8%",,0.28,0.12,0.22
"Elk","Ultra Prime","ADC",38,"32%","42%",116,96,148,2.8,"68.0%","29.9%","16.6%",,,,,9.1,,595,"28.8%",,287,"26.8%",,0.49,0.16,0.47
"Eric","LGD Gaming","ADC",3,"33%","33%",8,7,12,2.9,"64.5%","25.8%","19.4%",,,,,7.9,,618,"30.8%",,285,"24.5%",,0.81,0.24,0.51
"fate","Team WE","Support",17,"24%","24%",6,56,95,1.8,"70.6%","4.2%","22.8%",,,,,0.9,,147,"8.9%",,91,"8.5%",,1.67,0.5,0.26
"fearness","LGD Gaming","Top",35,"40%","46%",92,93,140,2.5,"56.4%","22.4%","19.4%",,,,,8.1,,480,"24.8%",,255,"22.8%",,0.3,0.13,0.19
"Flandre","EDward Gaming","Top",38,"66%","42%",114,77,226,4.4,"62.2%","20.8%","20.1%",,,,,8.9,,557,"24.3%",,302,"24.5%",,0.29,0.12,0.18
"FoFo","Bilibili Gaming","Middle",15,"40%","40%",25,39,103,3.3,"72.3%","14.1%","21.3%",,,,,8.1,,584,"26.3%",,246,"21.5%",,0.42,0.16,0.22
"Forge","Anyone's Legend","Middle",35,"46%","43%",82,83,223,3.7,"72.3%","19.4%","17.9%",,,,,8.4,,465,"23.3%",,246,"22.1%",,0.35,0.16,0.21
"GALA","Royal Never Give Up","ADC",43,"67%","58%",220,79,251,6,"69.3%","32.4%","15.3%",,,,,8.9,,641,"27.8%",,320,"25.9%",,0.42,0.1,0.46
"H4cker","Ultra Prime","Jungle",38,"32%","39%",79,106,197,2.6,"71.1%","20.4%","18.3%",,,,,5.1,,243,"12.1%",,183,"17.5%",,0.42,0.3,0.38
"haichao","LGD Gaming","Middle",23,"35%","52%",54,39,102,4,"68.4%","23.7%","12.7%",,,,,8.2,,441,"24.4%",,238,"23.1%",,0.46,0.22,0.22
"Hang","FunPlus Phoenix","Support",40,"48%","48%",26,103,327,3.4,"72.5%","5.3%","19.7%",,,,,1.3,,198,"9.3%",,119,"10.2%",,1.47,0.38,0.34
"Harder","Anyone's Legend","Middle",2,"0%","50%",5,13,14,1.5,"76.0%","20.0%","26.0%",,,,,6.3,,568,"25.0%",,206,"22.1%",,0.35,0.18,0.11
"Hery","Ultra Prime","Top",2,"100%","50%",10,4,11,5.3,"61.8%","29.4%","19.0%",,,,,9.1,,680,"29.3%",,325,"25.1%",,0.29,0.16,0.19
"Hope","JD Gaming","ADC",42,"71%","36%",206,87,265,5.4,"66.3%","29.0%","18.8%",,,,,9.2,,604,"24.6%",,321,"25.2%",,0.45,0.14,0.42
"HOYA","ThunderTalk Gaming","Top",28,"46%","43%",60,78,155,2.8,"56.6%","15.8%","21.6%",,,,,7.3,,452,"22.8%",,236,"20.6%",,0.4,0.27,0.26
"huanfeng","Weibo Gaming","ADC",41,"56%","59%",153,62,201,5.7,"66.8%","28.9%","12.9%",,,,,9.6,,529,"22.9%",,320,"26.6%",,0.49,0.15,0.36
"iBoy","Rare Atom","ADC",42,"33%","43%",101,129,193,2.3,"68.2%","23.4%","20.7%",,,,,9,,565,"27.9%",,288,"25.6%",,0.38,0.13,0.47
"icon","Bilibili Gaming","Middle",27,"48%","48%",69,66,151,3.3,"67.5%","21.2%","18.4%",,,,,8.6,,523,"24.2%",,268,"23.0%",,0.42,0.19,0.2
"Iwandy","LNG Esports","Support",18,"56%","28%",13,55,153,3,"72.2%","5.7%","26.4%",,,,,1.4,,154,"7.7%",,110,"9.5%",,1.9,0.45,0.37
"JackeyLove","Top Esports","ADC",38,"76%","63%",176,77,231,5.3,"70.1%","30.3%","21.0%",,,,,8.9,,723,"31.5%",,324,"26.0%",,0.49,0.19,0.58
"Jerry","Oh My God","Support",7,"43%","71%",4,17,64,4,"90.7%","5.3%","17.3%",,,,,0.7,,142,"6.7%",,102,"9.2%",,1.88,0.62,0.4
"JieJie","EDward Gaming","Jungle",27,"56%","63%",62,62,154,3.5,"65.9%","18.9%","20.6%",,,,,5.4,,267,"12.0%",,190,"16.4%",,0.4,0.3,0.44
"Jinjiao","LGD Gaming","Support",42,"36%","50%",37,147,301,2.3,"72.8%","8.0%","24.3%",,,,,1.4,,160,"8.5%",,108,"9.8%",,1.55,0.42,0.41
"JunJia","EDward Gaming","Jungle",11,"91%","45%",32,18,122,8.6,"70.3%","14.6%","21.7%",,,,,4.5,,307,"12.4%",,209,"15.1%",,0.43,0.4,0.35
"Kanavi","JD Gaming","Jungle",42,"71%","62%",196,95,324,5.5,"73.2%","27.6%","20.5%",,,,,6.3,,433,"17.5%",,254,"20.0%",,0.4,0.25,0.49
"Karsa","Victory Five","Jungle",19,"68%","37%",47,57,147,3.4,"68.6%","16.6%","24.4%",,,,,5.6,,299,"13.2%",,212,"17.4%",,0.48,0.4,0.37
"Kedaya","Team WE","Support",22,"14%","64%",10,69,151,2.3,"71.9%","4.5%","20.1%",,,,,1.1,,136,"7.6%",,93,"9.0%",,1.63,0.46,0.35
"Kepler","ThunderTalk Gaming","ADC",28,"50%","61%",128,63,141,4.3,"69.9%","33.2%","17.7%",,,,,10,,522,"26.9%",,343,"29.3%",,0.43,0.14,0.47
"knight","Top Esports","Middle",38,"76%","53%",183,42,239,10,"72.6%","31.5%","11.5%",,,,,9,,612,"26.0%",,303,"24.5%",,0.38,0.13,0.28
"Kui","LGD Gaming","Jungle",18,"33%","61%",29,59,87,2,"63.4%","15.8%","23.9%",,,,,4.9,,215,"11.7%",,176,"16.7%",,0.39,0.34,0.5
"Leyan","Rare Atom","Jungle",42,"33%","52%",115,130,193,2.4,"71.5%","26.7%","20.9%",,,,,5.8,,336,"16.5%",,210,"18.8%",,0.38,0.2,0.46
"Light","LNG Esports","ADC",39,"51%","41%",191,69,179,5.4,"72.8%","37.6%","14.1%",,,,,9.4,,615,"28.0%",,321,"28.1%",,0.43,0.08,0.46
"LvMao","LNG Esports","Support",21,"48%","48%",18,71,186,2.9,"73.4%","6.5%","25.1%",,,,,0.8,,170,"7.9%",,104,"9.0%",,1.74,0.57,0.29
"Lwx","FunPlus Phoenix","ADC",40,"48%","53%",129,101,189,3.1,"65.3%","26.5%","19.3%",,,,,9.3,,562,"26.0%",,311,"26.8%",,0.48,0.14,0.43
"Mark","Top Esports","Support",38,"76%","45%",36,69,383,6.1,"72.1%","6.2%","18.9%",,,,,1.4,,168,"7.0%",,127,"10.2%",,1.49,0.46,0.34
"Meiko","EDward Gaming","Support",38,"66%","61%",31,92,350,4.1,"69.7%","5.7%","24.0%",,,,,1.6,,172,"7.5%",,121,"9.9%",,1.37,0.42,0.33
"Miaoniu","Ultra Prime","Support",11,"27%","64%",5,44,74,1.8,"79.0%","5.0%","27.2%",,,,,0.5,,138,"6.9%",,86,"8.1%",,1.86,0.56,0.34
"Ming","Royal Never Give Up","Support",43,"67%","51%",41,108,452,4.6,"72.5%","6.0%","20.9%",,,,,1.5,,169,"7.4%",,124,"10.1%",,1.62,0.44,0.34
"MISSING","JD Gaming","Support",42,"71%","52%",34,105,484,4.9,"73.0%","4.8%","22.6%",,,,,1,,211,"8.5%",,124,"9.7%",,1.61,0.46,0.33
"Mole","Invictus Gaming","Middle",23,"48%","52%",56,66,153,3.2,"73.9%","19.8%","19.6%",,,,,7.5,,539,"26.8%",,237,"20.7%",,0.3,0.18,0.22
"ON","Weibo Gaming","Support",40,"55%","60%",36,124,318,2.9,"68.9%","7.0%","26.5%",,,,,1.6,,211,"9.0%",,121,"10.1%",,1.9,0.47,0.56
"PandaC","LNG Esports","Top",12,"50%","42%",14,45,40,1.2,"34.0%","8.8%","29.2%",,,,,7.3,,429,"20.3%",,221,"19.6%",,0.45,0.21,0.23
"Photic","Victory Five","ADC",37,"76%","46%",193,79,253,5.6,"74.7%","32.3%","19.4%",,,,,8.4,,722,"29.7%",,325,"26.6%",,0.57,0.12,0.5
"ppgod","Victory Five","Support",37,"76%","49%",34,75,405,5.9,"73.5%","5.7%","18.4%",,,,,1.9,,184,"7.4%",,138,"11.0%",,1.21,0.33,0.22
"Puff","ThunderTalk Gaming","ADC",13,"31%","62%",40,29,64,3.6,"70.3%","27.0%","20.0%",,,,,7.7,,521,"27.1%",,267,"24.1%",,0.54,0.14,0.49
"Qingtian","Top Esports","Top",2,"100%","50%",3,9,30,3.7,"66.0%","6.0%","36.0%",,,,,7.2,,571,"19.4%",,238,"18.5%",,0.37,0.19,0.22
"QiuQiu","Anyone's Legend","Support",37,"43%","49%",28,121,304,2.7,"74.3%","6.3%","23.5%",,,,,2,,189,"9.4%",,118,"10.4%",,1.6,0.39,0.23
"Rich","Victory Five","Top",37,"76%","59%",103,95,238,3.6,"57.1%","17.3%","23.3%",,,,,7.9,,581,"24.5%",,271,"22.0%",,0.34,0.13,0.24
"Rise","Bilibili Gaming","ADC",11,"45%","73%",31,29,43,2.6,"59.2%","24.8%","19.1%",,,,,7.5,,502,"23.3%",,253,"22.6%",,0.56,0.18,0.54
"Rookie","Victory Five","Middle",23,"70%","43%",98,44,163,5.9,"70.7%","26.6%","17.4%",,,,,8.2,,637,"26.1%",,273,"22.9%",,0.35,0.22,0.24
"Scout","EDward Gaming","Middle",38,"66%","55%",119,67,246,5.4,"66.7%","21.8%","17.4%",,,,,9,,613,"26.4%",,289,"23.6%",,0.43,0.15,0.25
"shad0w","LGD Gaming","Jungle",24,"38%","50%",59,54,130,3.5,"67.3%","21.0%","15.1%",,,,,5.5,,300,"14.6%",,193,"17.4%",,0.44,0.39,0.46
